,Actors,Awards,Country,Director,Error,Genre,Language,Metascore,Plot,Poster,Rated,Released,Response,Runtime,Title,Type,Writer,Year,imdbID,imdbRating,imdbVotes
728,"Clint Eastwood, Hilary Swank, Morgan Freeman, Jay Baruchel",Won 4 Oscars. Another 60 wins & 81 nominations.,USA,Clint Eastwood,,"Drama, Sport","English, Irish",86,"Wanting to learn from the best, aspiring boxer Maggie Fitzgerald wants Frankie Dunn to train her. At the outset he flatly refuses saying he has no interest in training a girl. Frankie leads a lonely existence, alienated from his only daughter and having few friends. Maggie's rough around the edges but shows a lot of grit in the ring and he eventually relents. Maggie not only proves to be the boxer he always dreamed of having under his wing but a friend who fills the great void he's had in his life. Maggie's career skyrockets but an accident in the ring leads her to ask Frankie for one last favor.",http://ia.media-imdb.com/images/M/MV5BMTkxNzA1NDQxOV5BMl5BanBnXkFtZTcwNTkyMTIzMw@@._V1_SX300.jpg,PG-13,28 Jan 2005,True,132 min,Million Dollar Baby,movie,"Paul Haggis (screenplay), F.X. Toole (stories)",2004,tt0405159,8.1,"485,770"
729,"Steve McQueen, James Garner, Richard Attenborough, James Donald",Nominated for 1 Oscar. Another 2 wins & 7 nominations.,USA,John Sturges,,"Adventure, Drama, History","English, German, French, Russian, Spanish",N/A,Allied P.O.W.s plan for several hundred of their number to escape from a German camp during World War II.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI2MTQwNDI3Nl5BMl5BanBnXkFtZTcwNDk4MTkzNA@@._V1_SX300.jpg,APPROVED,04 Jul 1963,True,172 min,The Great Escape,movie,"Paul Brickhill (book), James Clavell (screenplay), W.R. Burnett (screenplay)",1963,tt0057115,8.3,"167,926"
730,"Chris Ash, Levi Atkins, Chloe Benedict, Jed Brian",N/A,USA,Jed Brian,,"Drama, Horror, Thriller",English,N/A,"The 'Owner House' has been vacant for several years because of its very dark history but with the recent series of murders it has been taken to the next level. A family who just moved in has been murdered causing the curiosity of a group of friends to get the best of them. Deciding to break in and investigate with hand held cameras, would be the worst decision of their fun filled night. The terrifying and suspenseful footage has been edited for the film 'Unlisted Owner'.",N/A,N/A,N/A,True,74 min,Unlisted Owner,movie,"Jed Brian (story), Jed Brian, Tyler Landers",2013,tt3522198,N/A,N/A
731,"Eddie Dean, Lash La Rue, Emmett Lynn, Jean Carlin",N/A,USA,Robert Emmett Tansey,,"Action, Music, Western",English,N/A,"Eddie Dean (Eddie Dean) and his friend Ezra (Emmett Lynn), while acting as trail guides for a wagon-train for homesteaders, stop a hold-up attempt by a gang led by Cherokee ('Lash La Rue' (qv.) When the settlers reach their destination, Eddie learns that unscrupulous landgrabbers, led by a saloon-owner and a crooked judge, have killed the sheriff, Eddie's friend, and taken control of all the available land. Eddie is appointed Sheriff and persuades the outlaws, who attempted the holdup, to join him in his fight against the landgrabbers and they will get a pardon from the state governor.",N/A,APPROVED,20 Apr 1946,True,53 min,The Caravan Trail,movie,Frances Kavanaugh (screenplay),1946,tt0038397,7.6,27
732,"Adrien Brody, Emilia Fox, Michal Zebrowski, Ed Stoppard",Won 3 Oscars. Another 52 wins & 70 nominations.,"France, Poland, Germany, UK",Roman Polanski,,"Biography, Drama, War","English, German, Russian",85,"A brilliant pianist, a Polish Jew, witnesses the restrictions Germans place on Jews in the Polish capital, from restricted access to the building of the Warsaw ghetto. As his family is rounded up to be shipped off to the German Nazi labor camps, he escapes deportation and eludes capture by living in the ruins of Warsaw.",http://ia.media-imdb.com/images/M/MV5BMTc4OTkyOTA3OF5BMl5BanBnXkFtZTYwMDIxNjk5._V1_SX300.jpg,R,28 Mar 2003,True,150 min,The Pianist,movie,"Ronald Harwood (screenplay), Wladyslaw Szpilman (book)",2002,tt0253474,8.5,"503,532"
733,"Jack Nicholson, Faye Dunaway, John Huston, Perry Lopez",Won 1 Oscar. Another 20 wins & 23 nominations.,USA,Roman Polanski,,"Drama, Mystery, Thriller","English, Cantonese, Spanish",86,"JJ 'Jake' Gittes is a private detective who seems to specialize in matrimonial cases. He is hired by Evelyn Mulwray when she suspects her husband Hollis, builder of the city's water supply system, of having an affair. Gittes does what he does best and photographs him with a young girl but in the ensuing scandal, it seems he was hired by an impersonator and not the real Mrs. Mulwray. When Mr. Mulwray is found dead, Jake is plunged into a complex web of deceit involving murder, incest and municipal corruption all related to the city's water supply.",https://images-na.ssl-images-amazon.com/images/M/MV5BN2YyNDE5NzItMjAwNC00MGQxLTllNjktZGIzMWFkZjA3OWQ0XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,R,20 Jun 1974,True,130 min,Chinatown,movie,Robert Towne,1974,tt0071315,8.2,"220,193"
734,"Kevin Costner, Morgan Freeman, Mary Elizabeth Mastrantonio, Christian Slater",Nominated for 1 Oscar. Another 16 wins & 17 nominations.,USA,Kevin Reynolds,,"Action, Adventure, Drama",English,N/A,"After being captured by Turks during the Crusades, Robin of Locksley and a Moor, Azeem, escape back to England, where Azeem vows to remain until he repays Robin for saving his life. Meanwhile, Robin's father, a nobleman loyal to King Richard the Lionhearted, has been murdered by the brutal Sheriff of Nottingham, who helped install Richard's treacherous brother, Prince John, as king while Richard is overseas fighting the Crusades. When Robin returns home, he vows to avenge his father's death and restore Richard to the throne. Even though Maid Marian, his childhood friend, cannot help him, he escapes to the Forest of Sherwood where he joins a band of exiled villagers and becomes their leader. With their help he attempts to cleanse the land of the evil that the Sheriff has spread.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0OTg5MjExN15BMl5BanBnXkFtZTgwMjg3OTgzMTE@._V1_SX300.jpg,PG-13,14 Jun 1991,True,143 min,Robin Hood: Prince of Thieves,movie,"Pen Densham (story), Pen Densham (screenplay), John Watson (screenplay)",1991,tt0102798,6.9,"146,307"
735,"Joseph Melito, Bruce Willis, Jon Seda, Michael Chance",Nominated for 2 Oscars. Another 9 wins & 18 nominations.,USA,Terry Gilliam,,"Mystery, Sci-Fi, Thriller","English, French",74,"An unknown and lethal virus has wiped out five billion people in 1996. Only 1% of the population has survived by the year 2035, and is forced to live underground. A convict (James Cole) reluctantly volunteers to be sent back in time to 1996 to gather information about the origin of the epidemic (who he's told was spread by a mysterious ""Army of the Twelve Monkeys"") and locate the virus before it mutates so that scientists can study it. Unfortunately Cole is mistakenly sent to 1990, six years earlier than expected, and is arrested and locked up in a mental institution, where he meets Dr. Kathryn Railly, a psychiatrist, and Jeffrey Goines, the insane son of a famous scientist and virus expert.",https://images-na.ssl-images-amazon.com/images/M/MV5BN2Y2OWU4MWMtNmIyMy00YzMyLWI0Y2ItMTcyZDc3MTdmZDU4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,R,05 Jan 1996,True,129 min,Twelve Monkeys,movie,"Chris Marker (film La Jetée), David Webb Peoples (screenplay), Janet Peoples (screenplay)",1995,tt0114746,8.1,"467,839"
736,"Celia Au, John Brennan, Anne Leigh Cooper, Antonio Cortes",N/A,USA,Julio Thillet,,"Action, Crime",English,N/A,"BAD TARA- super-cute-NYC-Asian-girl thug/debt collector whose past catches up to her when a mysterious lady in trouble brings cops and killers to Tara's hood gunning for our feisty heroine. Now Bad Tara has to deal with mystery ladies, cops and killers all the while dealing with a hefty gambling debt to Big Tone (hey, she loves the dice)! But Bad Tara is known in the NYC underground as a ruthless and efficient handler and thug, and these killers are going to learn why the streets call her...BAD TARA..",http://ia.media-imdb.com/images/M/MV5BODMxMDY5NDgyMV5BMl5BanBnXkFtZTcwMDQ0MjYzOA@@._V1_SX300.jpg,N/A,N/A,True,72 min,Bad Tara,movie,Julio Thillet,2012,tt2324260,6.6,9
737,"Al Pacino, Robert De Niro, Val Kilmer, Jon Voight",12 nominations.,USA,Michael Mann,,"Action, Crime, Drama","English, Spanish",76,"Hunters and their prey--Neil and his professional criminal crew hunt to score big money targets (banks, vaults, armored cars) and are, in turn, hunted by Lt. Vincent Hanna and his team of cops in the Robbery/Homicide police division. A botched job puts Hanna onto their trail while they regroup and try to put together one last big 'retirement' score. Neil and Vincent are similar in many ways, including their troubled personal lives. At a crucial moment in his life, Neil disobeys the dictum taught to him long ago by his criminal mentor--'Never have anything in your life that you can't walk out on in thirty seconds flat, if you spot the heat coming around the corner'--as he falls in love. Thus the stage is set for the suspenseful ending....",https://images-na.ssl-images-amazon.com/images/M/MV5BNGMwNzUwNjYtZWM5NS00YzMyLWI4NjAtNjM0ZDBiMzE1YWExXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,R,15 Dec 1995,True,170 min,Heat,movie,Michael Mann,1995,tt0113277,8.2,"437,583"
738,"Bangs Garcia, Allen Dizon, Victor Basa, Adrian Cabido",2 wins & 10 nominations.,Philippines,Mel Chionglo,,Drama,"Filipino, Tagalog",N/A,"Set in 1955, the residents of a small idyllic village in Quezon are jolted to discover the dark, disturbing secret of a soldier and his common-law wife. Guilt and recrimination abound in ...",N/A,N/A,05 Sep 2013,True,120 min,Lauriana,movie,"Ricardo Lee (screenplay), Ricardo Jimenez (based on a story by)",2013,tt3180556,7.4,5
739,"Grigoriy Dobrygin, Philip Seymour Hoffman, Homayoun Ershadi, Mehdi Dehbi",2 wins & 5 nominations.,"UK, USA, Germany",Anton Corbijn,,"Crime, Drama, Thriller","English, Turkish",73,"When a half-Chechen, half-Russian, brutally tortured immigrant turns up in Hamburg's Islamic community, laying claim to his father's ill gotten fortune, both German and US security agencies take a close interest: as the clock ticks down and the stakes rise, the race is on to establish this most wanted man's true identity - oppressed victim or destruction-bent extremist? Based on John le Carré's novel, A MOST WANTED MAN is a contemporary, cerebral tale of intrigue, love, rivalry, and politics that prickles with tension right through to its last heart-stopping scene.",https://images-na.ssl-images-amazon.com/images/M/MV5BODY2MTA0MjYzMl5BMl5BanBnXkFtZTgwOTE3NzE4MTE@._V1_SX300.jpg,R,01 Aug 2014,True,122 min,A Most Wanted Man,movie,"Andrew Bovell (screenplay), John le Carré (novel), Stephen Cornwell (additional writing)",2014,tt1972571,6.8,"58,482"
740,"Fred MacMurray, Barbara Stanwyck, Edward G. Robinson, Porter Hall",Nominated for 7 Oscars. Another 2 wins & 2 nominations.,USA,Billy Wilder,,"Crime, Drama, Film-Noir",English,N/A,"In 1938, Walter Neff, an experienced salesman of the Pacific All Risk Insurance Co., meets the seductive wife of one of his clients, Phyllis Dietrichson, and they have an affair. Phyllis proposes to kill her husband to receive the proceeds of an accident insurance policy and Walter devises a scheme to receive twice the amount based on a double indemnity clause. When Mr. Dietrichson is found dead on a train track, the police accept the determination of accidental death. However, the insurance analyst and Walter's best friend Barton Keyes does not buy the story and suspects that Phyllis has murdered her husband with the help of another man.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzOTE4MTIzMV5BMl5BanBnXkFtZTgwODc1NDQ5MDE@._V1_SX300.jpg,PASSED,24 Apr 1944,True,107 min,Double Indemnity,movie,"Billy Wilder (screenplay), Raymond Chandler (screenplay), James M. Cain (from the novel by)",1944,tt0036775,8.4,"99,468"
741,"Victor McLaglen, Greta Nissen, Nell O'Day, Alan Dinehart",N/A,USA,Alfred L. Werker,,"Action, Comedy, Crime",English,N/A,"Gambler/racketeer ""Knucks"" McGloin takes note of just how much money and action (aside from the game itself) takes place around and about the annual Rose Bowl football game, and decides this is one sweet proposition and could be even sweeter if one had his own college and football game and had a large say beforehand as to the outcome of any game this team had. So he ups and creates his own college---Carnasie after his own neighborhood. His gangster rival. Gilatti, thinks this give McGloin a definite inside advantage and, if there is one thing a gambler can't abide, it is that someone has an inside advantage and they are not that someone. Gilatti gets himself a college football team. Education marches on.",N/A,PASSED,23 Oct 1932,True,70 min,Rackety Rax,movie,"Joel Sayre (story), Lou Breslow (screenplay), Ben Markson (screenplay)",1932,tt0023367,3.9,8
742,"Kevin Spacey, Russell Crowe, Guy Pearce, James Cromwell",Won 2 Oscars. Another 84 wins & 77 nominations.,USA,Curtis Hanson,,"Crime, Drama, Mystery",English,90,"1950's Los Angeles is the seedy backdrop for this intricate noir-ish tale of police corruption and Hollywood sleaze. Three very different cops are all after the truth, each in their own style: Ed Exley, the golden boy of the police force, willing to do almost anything to get ahead, except sell out; Bud White, ready to break the rules to seek justice, but barely able to keep his raging violence under control; and Jack Vincennes, always looking for celebrity and a quick buck until his conscience drives him to join Exley and White down the one-way path to find the truth behind the dark world of L.A. crime.",https://images-na.ssl-images-amazon.com/images/M/MV5BNWEwNDhhNWUtYWMzNi00ZTNhLWFiZDAtMjBjZmJhMTU0ZTY2XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,R,19 Sep 1997,True,138 min,L.A. Confidential,movie,"James Ellroy (novel), Brian Helgeland (screenplay), Curtis Hanson (screenplay)",1997,tt0119488,8.3,"419,413"
743,"Aamir Khan, Madhavan, Sharman Joshi, Kareena Kapoor",25 wins & 13 nominations.,India,Rajkumar Hirani,,"Comedy, Drama","Hindi, English",67,"Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".",https://images-na.ssl-images-amazon.com/images/M/MV5BMTMyOTg0ODQ1OF5BMl5BanBnXkFtZTcwNjc0NTMwNQ@@._V1_SX300.jpg,PG-13,25 Dec 2009,True,170 min,3 Idiots,movie,"Rajkumar Hirani (screenplay), Abhijat Joshi (screenplay), Vidhu Vinod Chopra (screenplay), Abhijat Joshi (story), Chetan Bhagat (novel)",2009,tt1187043,8.4,"213,636"
744,"Elliott Gould, Clive Revill, Harry Guardino, Roy Clark",N/A,USA,Daniel Mann,,"Comedy, Crime, Family",English,N/A,"A former English boxing champion, Billy Baker, arrives in America with a kangaroo with an unusual talent for boxing. Needing to support himself, he reluctantly joins up with a small time talent agent featuring the kangaroo, Matilda (who's a male kangaroo despite the feminine name) as a carnival act. But when the world heavyweight boxing champion, Lee Dockerty, offers to take Matilda on at the carnival to impress a girlfriend, and Matilda KO's Dockerty into the middle of next week with a single punch, Billy and his marsupial friend are catapulted into the big time, with Matilda now headlining main boxing events, and soon ready to challenge Dockerty for his championship title. This attracts the notice of a mob boss who wants control of Matilda and his growing fame and fortune, and an activist determined to see Billy and Bernie stopped for promoting cruelty to animals. It will take all of Bernie's wits, Billy's wisdom, and Matilda's punching speed and power to get themselves all through in one piece, as Dockerty prepares to defend his title in the ring!",https://images-na.ssl-images-amazon.com/images/M/MV5BMTIxNjc2OTUzNF5BMl5BanBnXkFtZTcwMTAyNzYyMQ@@._V1_SX300.jpg,G,14 Dec 1978,True,105 min,Matilda,movie,"Timothy Galfas, Paul Gallico (book), Albert S. Ruddy",1978,tt0077917,3.3,237
745,"Cary Grant, Eva Marie Saint, James Mason, Jessie Royce Landis",Nominated for 3 Oscars. Another 8 wins & 4 nominations.,USA,Alfred Hitchcock,,"Action, Adventure, Crime",English,N/A,"Madison Avenue advertising man Roger Thornhill finds himself thrust into the world of spies when he is mistaken for a man by the name of George Kaplan. Foreign spy Philip Vandamm and his henchman Leonard try to eliminate him but when Thornhill tries to make sense of the case, he is framed for murder. Now on the run from the police, he manages to board the 20th Century Limited bound for Chicago where he meets a beautiful blond, Eve Kendall, who helps him to evade the authorities. His world is turned upside down yet again when he learns that Eve isn't the innocent bystander he thought she was. Not all is as it seems however, leading to a dramatic rescue and escape at the top of Mt. Rushmore.",http://ia.media-imdb.com/images/M/MV5BMjQwMTQ0MzgwNl5BMl5BanBnXkFtZTgwNjc4ODE4MzE@._V1_SX300.jpg,APPROVED,26 Sep 1959,True,136 min,North by Northwest,movie,Ernest Lehman,1959,tt0053125,8.4,"221,404"
746,"Pamela Adlon, Randall Brooks, Marilyn Burns, Jeannie Elias",N/A,USA,"Mike Snyder, Dmitri Surensky",,Family,English,N/A,"Robbers! Witches! Mischievous Elves! Ruled by the all powerful Father Frost, the Forest of Enchantment is the most bizarre and remarkable place in the world! Natalie and Ivan's newlywed ...",N/A,N/A,N/A,True,92 min,Father Frost,movie,"Nataska Erdman, Rick Katz, James Moseley, Marie Volpin",1996,tt0238982,5.9,9
747,"William Bendix, Una Merkel, Ray Collins, Gloria Henry",N/A,USA,Lloyd Bacon,,"Comedy, Sport",English,N/A,"Former baseball player Bill Johnson, portrayed by William Bendix, failing at many jobs when his ball-playing days are over, reluctantly takes the advice of his father-in-law, Jonah Evans (...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTYyNTQ3MTE3N15BMl5BanBnXkFtZTcwNzIwOTQ0MQ@@._V1_SX300.jpg,APPROVED,27 Apr 1950,True,78 min,Kill the Umpire,movie,Frank Tashlin (story and screenplay),1950,tt0042641,6.6,389
748,"Andrew Burke, Mark DeNicola, Mark Kristalovich, Amanda Monteiro",N/A,Canada,Rob Tari,,"Animation, Comedy",English,N/A,Six childhood friends reunite for one wild and crazy night.,http://ia.media-imdb.com/images/M/MV5BMjM5MDg1MDI4M15BMl5BanBnXkFtZTgwODk0NDUzNjE@._V1_SX300.jpg,N/A,10 Sep 2015,True,75 min,Us,movie,Rob Tari,2015,tt4862056,8.0,9
749,"Nicole Kidman, Fionnula Flanagan, Christopher Eccleston, Alakina Mann",Nominated for 1 Golden Globe. Another 28 wins & 50 nominations.,"USA, Spain",Alejandro Amenábar,,"Fantasy, Horror, Thriller","English, French",74,A woman who lives in a darkened old house with her two photosensitive children becomes convinced that her family home is haunted.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTAxMDE4Mzc3ODNeQTJeQWpwZ15BbWU4MDY2Mjg4MDcx._V1_SX300.jpg,PG-13,10 Aug 2001,True,104 min,The Others,movie,Alejandro Amenábar,2001,tt0230600,7.6,"271,042"
750,"Morgan Freeman, Renée Zellweger, Chris Rock, Greg Kinnear",Won 1 Golden Globe. Another 4 wins & 14 nominations.,"Germany, USA",Neil LaBute,,"Comedy, Crime, Drama","English, Spanish",69,"A Kansas City waitress with dreams of becoming a nurse becomes delusional after seeing her no-good car salesman husband murdered. Becoming delusional from shock, she becomes convinced that she is the former fiancée of her soap opera idol. What she also believes is that the soap opera is real and goes to LA to find the hospital where he works as a cardiologist. Meanwhile, her husband's murderers are searching for the drugs stolen by her husband and, as luck would have it, they are stored in the trunk of the car she drove off in. Freeman, an aging hit man planning his retirement after this job, also becomes delusional about the woman he is tracking.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2NTY4ODA3N15BMl5BanBnXkFtZTcwMDM3MDQyMQ@@._V1_SX300.jpg,R,08 Sep 2000,True,110 min,Nurse Betty,movie,"John C. Richards (story), John C. Richards (screenplay), James Flamberg (screenplay)",2000,tt0171580,6.3,"30,246"
751,"Seo-young Kim, Jeong-min Bae, Yong-jun Kim, Seok-pil Choi",N/A,South Korea,Tae-geun Ahn,,"Animation, Action, Adventure",Korean,N/A,"Mangchi is a young boy with few problems and an easy disposition. Living on a building in the middle of the sea, he flies around on his little flying bike looking for adventures and longs for the day when he's finally an adult. So, when a princess named Poplar is being chased by two fighter planes, he rescues her. Little does he know that he will be pulled away from the city he has lived all his life, and dragged by Poplar into an adventure smack dab in between two countries at war and the evil plans of Moonk, usurper to Poplar's throne, who seeks world domination.",http://ia.media-imdb.com/images/M/MV5BMjA0MTM1NTAwMF5BMl5BanBnXkFtZTcwMzYzMjEzMQ@@._V1_SX300.jpg,N/A,06 Aug 2004,True,80 min,Hammerboy,movie,"Cheol-woo Ahn, Jeong-woon Choi, Yeong-man Heo (comic), Min-jo Kim, Seo-kyeong Lee",2003,tt0418867,5.8,67
752,"Shigeru Chiba, Hisao Egawa, Kayoko Fujii, Nobuaki Fukuda",1 win.,Japan,"Kôji Morimoto, Tensai Okamura, Katsuhiro Ôtomo",,"Animation, Fantasy, Sci-Fi","Japanese, English, Italian",N/A,"""Memories"" is made up of three separate science-fiction stories. In the first, ""Magnetic Rose,"" four space travelers are drawn into an abandoned spaceship that contains a world created by one woman's memories. In ""Stink Bomb,"" a young lab assistant accidentally transforms himself into a human biological weapon set on a direct course for Tôkyô. The final episode, ""Cannon Fodder,"" depicts a day in the life of a city whose entire purpose is the firing of cannons at an unseen enemy.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ5MjYyNzA2OF5BMl5BanBnXkFtZTcwODkyMDUyMQ@@._V1_SX300.jpg,PG-13,23 Dec 1995,True,113 min,Memories,movie,"Satoshi Kon (segment), Katsuhiro Ôtomo (mangas)",1995,tt0113799,7.6,"11,613"
753,"Robert De Niro, James Woods, Elizabeth McGovern, Joe Pesci",Nominated for 2 Golden Globes. Another 11 wins & 7 nominations.,"Italy, USA",Sergio Leone,,"Crime, Drama","English, Italian, French",N/A,"Epic tale of a group of Jewish gangsters in New York, from childhood, through their glory years during prohibition, and their meeting again 35 years later.",https://images-na.ssl-images-amazon.com/images/M/MV5BMGFkNWI4MTMtNGQ0OC00MWVmLTk3MTktOGYxN2Y2YWVkZWE2XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,R,01 Jun 1984,True,229 min,Once Upon a Time in America,movie,"Harry Grey (novel), Leonardo Benvenuti (screenplay), Piero De Bernardi (screenplay), Enrico Medioli (screenplay), Franco Arcalli (screenplay), Franco Ferrini (screenplay), Sergio Leone (screenplay), Stuart Kaminsky (additional dialogue)",1984,tt0087843,8.4,"223,679"
754,"Eddie Bracken, June Preisser, Phillip Terry, Nils Asther",N/A,USA,William Clemens,,"Comedy, Musical, Mystery",English,N/A,College students attempt to solve a series of murders on campus while also trying to put together the school's big show.,N/A,N/A,16 Jul 1942,True,77 min,Sweater Girl,movie,"Robert Blees, Beulah Marie Dix (story), Eve Greene, Bertram Millhauser (story)",1942,tt0035400,7.6,25
755,"Gündüz Aker, Dündar Aydinli, Ümit Besen, Salih Eskicioglu",N/A,Turkey,Melih Gülgen,,"Drama, Romance",Turkish,N/A,N/A,N/A,N/A,N/A,True,74 min,Unutursun diye,movie,Ahmet Soner,1986,tt2472754,N/A,N/A
756,"Ryan O'Neal, Marisa Berenson, Patrick Magee, Hardy Krüger",Won 4 Oscars. Another 13 wins & 13 nominations.,"UK, USA, Ireland",Stanley Kubrick,,"Adventure, Drama, History","English, German, French",N/A,An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTczNzkyMjQ4N15BMl5BanBnXkFtZTcwOTQ2NjU4Mw@@._V1_SX300.jpg,PG,18 Dec 1975,True,184 min,Barry Lyndon,movie,"Stanley Kubrick (written for the screen by), William Makepeace Thackeray (novel)",1975,tt0072684,8.1,"102,941"
757,"Shelby Young, Cary Elwes, Michael Welch, Alexandria DeBerry",N/A,USA,Phil Wurtzel,,"Horror, Thriller",English,33,"Vivian Miller is serving out her jail sentence at a work release program in the Midwest. Her final 90 day sentence takes her to the Cawdor Barn Theatre, a dilapidated old structure run by Lawrence O'Neil, a troubled man raging at the mistakes of his past. After Vivian views an old VHS tape of what looks like a murder being recorded, she sets out to unravel this horrific crime before she becomes the next victim of the supernatural forces inhabiting the haunted structure.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA0MTY1NDA3NF5BMl5BanBnXkFtZTgwODc3NjI2OTE@._V1_SX300.jpg,N/A,11 Mar 2016,True,100 min,A Haunting in Cawdor,movie,Phil Wurtzel,2015,tt3268790,3.3,154
758,"Bushido, Moritz Bleibtreu, Reza Brojerdi, Karoline Schuch",N/A,Germany,Uli Edel,,"Biography, Drama","German, Polish",N/A,"The life story of German gangsta rapper, Bushido.",http://ia.media-imdb.com/images/M/MV5BMTY3OTM0NjkzNF5BMl5BanBnXkFtZTcwNjEzODg1Mw@@._V1_SX300.jpg,N/A,04 Feb 2010,True,94 min,Time You Change,movie,"Bernd Eichinger (screenplay), Bushido (biography ""Bushido""), Lars Amend (biography ""Bushido"")",2010,tt1343704,2.8,"4,631"
759,"Wallace Reid Jr., J. Farrell MacDonald, Paul Fix, Phyllis Barrington",N/A,USA,Jerome Storm,,"Drama, Sport",English,N/A,"A race-car driver whose career is on the skids because of his drinking falls for a rich society girl. That motivates him to clean up his act and resume his career, but it may be too late for that.",N/A,PASSED,31 Dec 1932,True,58 min,The Racing Strain,movie,"Dorothy Davenport (story), Betty Burbridge (adaptation), Willis Kent (adaptation)",1932,tt0023366,3.0,10
760,"Llàtzer Escarceller, Carole Kirkham, Emilio Linder, Paco Porras",N/A,Spain,Ismael González,,"Comedy, History","Spanish, German, Italian, French",N/A,N/A,N/A,N/A,19 Oct 1984,True,75 min,I Love Hitler,movie,Ismael González,1984,tt0086623,3.1,11
761,"Min-su Choi, Hye-su Kim, Jeong-hwa Eom, Yeong-guk No",N/A,South Korea,Jung-il Oh,,"Action, Animation, Crime",Korean,N/A,N/A,N/A,N/A,05 Nov 1994,True,74 min,Beullu sigeol,movie,"Kyoung-woo Kim (screenplay), Jeong-wook Nam (adaptation)",1994,tt0215088,4.0,13
762,"Henry Starr, Paul Curry, Karl Hackett, Patrick Sylvester McGeeney",N/A,USA,N/A,,"Crime, Western",N/A,N/A,N/A,http://ia.media-imdb.com/images/M/MV5BNzk3ODg5MzExM15BMl5BanBnXkFtZTYwNjA5MTg5._V1_SX300.jpg,N/A,N/A,True,N/A,A Debtor to the Law,movie,N/A,1919,tt0010059,6.7,7
763,"Lucie Vondrácková, Iva Janzurová, Rudolf Hrusínský, Aneta Vrzalová",N/A,Czech Republic,Miloslav Halík,,"Comedy, Musical, Romance",Czech,N/A,N/A,N/A,N/A,11 Feb 2016,True,N/A,Decibely lásky,movie,Miloslav Halík,2016,tt5024766,N/A,N/A
764,"Graham Chapman, John Cleese, Eric Idle, Terry Gilliam",2 wins & 2 nominations.,UK,"Terry Gilliam, Terry Jones",,"Adventure, Comedy, Fantasy","English, French, Latin",90,"History is turned on its comic head when, in 10th century England, King Arthur travels the countryside to find knights who will join him at the Round Table in Camelot. Gathering up the men is a tale in itself but after a bit of a party at Camelot, many decide to leave only to be stopped by God who sends them on a quest: to find the Holy Grail. After a series of individual adventures, the knights are reunited but must face a wizard named Tim, killer rabbits and lessons in the use of holy hand grenades. Their quest comes to an end however when the police intervene - just what you would expect in a Monty Python movie.",https://images-na.ssl-images-amazon.com/images/M/MV5BYzgyYzc4Y2QtNDcyZS00NDdmLWI5ZTYtMTQ2YWU5MWFhOTE4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,PG,25 May 1975,True,91 min,Monty Python and the Holy Grail,movie,"Graham Chapman, John Cleese, Eric Idle, Terry Gilliam, Terry Jones, Michael Palin",1975,tt0071853,8.3,"387,820"
765,"Vladimir Nikiforov, Aleksandr Pilnikov, Aleksandr Kichigin, Aleksandr Borok",N/A,Russia,Marina Kaznina,,"Family, Sci-Fi",Russian,N/A,N/A,N/A,N/A,27 Jan 2011,True,78 min,Kreyk,movie,"Olga Didkovskaya, Marina Kaznina",2007,tt5437514,N/A,N/A
766,"Pat Morita, Christopher Atkins, Robin Riker, Ron Masak",N/A,USA,Ewing Miles Brown,,"Action, Horror, Mystery",English,N/A,N/A,N/A,N/A,N/A,True,N/A,The Stoneman,movie,Jack Neal,2002,tt0297411,7.5,73
767,"Lisa Ai, Sayuri An, Mickey Curtis, Jirô Kagoshima",N/A,Japan,Takefumi Tsutsui,,Comedy,Japanese,N/A,N/A,N/A,N/A,N/A,True,127 min,Overdrive,movie,"Norio Enomoto (original story), Norio Enomoto (screenplay)",2004,tt1685584,1.2,77
768,"Alexandra, John Hayden, Howard Honig, Bob O'Neil",N/A,USA,Ross Hagen,,Horror,English,N/A,Evil spirits that emerge from cans of old movie film terrorize a neighborhood.,http://ia.media-imdb.com/images/M/MV5BMTM3ODQxNTYzOF5BMl5BanBnXkFtZTcwMTI3MzE2MQ@@._V1_SX300.jpg,N/A,N/A,True,84 min,Reel Horror,movie,Jeanne Lucas (screenplay),1985,tt0089894,1.6,116
