,artist.inverted,track,track_length_seconds,genre_clean,date_entered,date_peaked,season,weeks_to_peak,weeks_on_billboard,rank_entered,highest_rank,ranks_climbed,last_rank,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,reached_top_10
219,Joe,Treat Her Like A Lady,252,Rock,2000-08-05,2000-08-19,Summer,2.0,17,77,63.0,14.0,100.0,77,75.0,63.0,63.0,69.0,64.0,68.0,67.0,72.0,79.0,78.0,84.0,85.0,90.0,89.0,99.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
220,"Blige, Mary J.",Deep Inside,326,Rock,1999-11-13,2000-01-22,Fall,10.0,15,83,63.0,20.0,94.0,83,80.0,80.0,75.0,75.0,73.0,64.0,64.0,65.0,67.0,63.0,67.0,75.0,85.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
221,"Price, Kelly",You Should've Told Me,192,Rock,2000-09-23,2000-12-02,Fall,10.0,20,91,64.0,27.0,92.0,91,91.0,91.0,87.0,86.0,79.0,79.0,75.0,70.0,68.0,64.0,64.0,68.0,70.0,74.0,90.0,86.0,85.0,93.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
222,Changing Faces,That Other Woman,240,Rock,2000-09-30,2000-10-28,Fall,4.0,11,80,64.0,16.0,97.0,80,72.0,66.0,66.0,64.0,76.0,65.0,66.0,75.0,85.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
223,"Wright, Chely",It Was,231,Others,2000-03-04,2000-04-15,Spring,6.0,10,86,64.0,22.0,98.0,86,78.0,75.0,72.0,71.0,69.0,64.0,75.0,85.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
224,Limp Bizkit,Rollin',244,Rock,2000-11-11,2000-12-09,Fall,4.0,17,77,65.0,12.0,100.0,77,73.0,72.0,66.0,65.0,65.0,67.0,73.0,74.0,78.0,80.0,86.0,86.0,91.0,93.0,96.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
225,Hot Boys,I Need A Hot Girl,256,Rap,2000-02-19,2000-03-11,Winter,3.0,13,77,65.0,12.0,100.0,77,75.0,71.0,65.0,65.0,70.0,69.0,77.0,79.0,90.0,92.0,95.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
226,Jay-Z,Do It Again (Put Ya Hands Up),227,Rap,2000-01-15,2000-01-29,Winter,2.0,9,95,65.0,30.0,95.0,95,68.0,65.0,65.0,74.0,84.0,92.0,96.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
227,"Adkins, Trace",More,185,Country,2000-04-29,2000-06-17,Spring,7.0,11,84,65.0,19.0,92.0,84,84.0,75.0,73.0,73.0,69.0,68.0,65.0,73.0,83.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
228,"Dixie Chicks, The",Cold Day In July,312,Country,2000-06-24,2000-08-05,Summer,6.0,10,80,65.0,15.0,91.0,80,79.0,76.0,72.0,68.0,68.0,65.0,70.0,84.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
229,"Price, Kelly",As We Lay,380,Rock,2000-07-15,2000-08-05,Summer,3.0,8,82,64.0,18.0,89.0,82,69.0,69.0,64.0,71.0,79.0,82.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
230,DMX,What's My Name,230,Rap,2000-01-15,2000-02-12,Winter,4.0,11,98,67.0,31.0,100.0,98,76.0,69.0,69.0,67.0,73.0,76.0,90.0,90.0,94.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
231,"Martin, Ricky",Private Emotion,242,Latin,2000-03-11,2000-03-18,Spring,1.0,5,76,67.0,9.0,89.0,76,67.0,71.0,78.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
232,Nine Days,If I Am,258,Rock,2000-12-02,2000-12-02,Winter,0.0,5,68,68.0,-0.0,100.0,68,68.0,81.0,94.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
233,"Blige, Mary J.",Give Me You,300,Rock,2000-04-15,2000-05-13,Spring,4.0,9,97,68.0,29.0,100.0,97,94.0,77.0,76.0,68.0,77.0,89.0,90.0,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
234,Red Hot Chili Peppers,Californication,321,Rock,2000-07-29,2000-10-14,Summer,11.0,19,72,69.0,3.0,97.0,72,72.0,72.0,77.0,79.0,77.0,75.0,84.0,85.0,79.0,74.0,69.0,74.0,75.0,77.0,71.0,78.0,89.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
235,Third Eye Blind,Deep Inside Of You,250,Rock,2000-09-02,2000-10-07,Fall,5.0,12,80,69.0,11.0,93.0,80,73.0,70.0,70.0,70.0,69.0,72.0,79.0,90.0,97.0,95.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
236,"Brooks, Garth",Do What You Gotta Do,176,Country,2000-02-19,2000-03-18,Winter,4.0,6,86,69.0,17.0,77.0,86,81.0,72.0,70.0,69.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
237,"Offspring, The",Original Prankster,222,Rock,2000-11-25,2000-12-09,Fall,2.0,9,74,70.0,4.0,92.0,74,71.0,70.0,70.0,77.0,78.0,91.0,89.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
238,"Anthony, Marc",My Baby You,239,Latin,2000-09-16,2000-10-07,Fall,3.0,20,82,70.0,12.0,90.0,82,76.0,76.0,70.0,82.0,81.0,74.0,80.0,76.0,76.0,73.0,74.0,87.0,83.0,89.0,93.0,94.0,94.0,91.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
239,"Houston, Whitney","Same Script, Different Cast",285,Rock,2000-06-17,2000-07-15,Summer,4.0,9,71,70.0,1.0,91.0,71,71.0,71.0,71.0,70.0,75.0,77.0,88.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
240,D'Angelo,Left & Right,275,Others,1999-12-11,2000-01-01,Winter,3.0,5,93,70.0,23.0,91.0,93,77.0,75.0,70.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
241,"Kravitz, Lenny",I Belong To You,257,Rock,2000-03-25,2000-04-08,Spring,2.0,9,78,71.0,7.0,93.0,78,77.0,71.0,71.0,71.0,83.0,90.0,90.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
242,"Loveless, Patty",That's The Kind Of Mood I'm In,207,Country,2000-09-16,2000-11-18,Fall,9.0,14,98,71.0,27.0,91.0,98,93.0,93.0,93.0,88.0,88.0,82.0,81.0,73.0,71.0,71.0,72.0,85.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
243,Q-Tip,Breathe And Stop,246,Rock,2000-01-22,2000-01-22,Winter,0.0,5,71,71.0,-0.0,96.0,71,71.0,81.0,82.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
244,"Rimes, LeAnn",Can't Fight The Moonlight,213,Country,2000-09-09,2000-09-16,Fall,1.0,20,82,71.0,11.0,93.0,82,71.0,79.0,83.0,96.0,99.0,78.0,78.0,83.0,79.0,77.0,76.0,79.0,81.0,88.0,85.0,86.0,79.0,87.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
245,Lil Wayne,Tha Block Is Hot,253,Rap,1999-12-04,2000-01-08,Winter,5.0,11,99,72.0,27.0,95.0,99,89.0,92.0,84.0,84.0,72.0,81.0,81.0,86.0,87.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
246,2 Pac,Baby Don't Cry (Keep Ya Head Up II),262,Rap,2000-02-26,2000-03-11,Winter,2.0,7,87,72.0,15.0,99.0,87,82.0,72.0,77.0,87.0,94.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
247,"Wallflowers, The",Sleepwalker,209,Rock,2000-10-28,2000-10-28,Fall,0.0,6,73,73.0,-0.0,96.0,73,73.0,74.0,80.0,90.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
248,Drama,"Left, Right, Left",217,Rap,2000-02-12,2000-03-18,Winter,5.0,13,100,73.0,27.0,96.0,100,98.0,89.0,80.0,75.0,73.0,80.0,86.0,91.0,96.0,100.0,98.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
249,Limp Bizkit,N 2 Gether Now,235,Rock,1999-12-04,2000-01-08,Winter,5.0,11,94,73.0,21.0,96.0,94,88.0,85.0,78.0,78.0,73.0,84.0,86.0,90.0,97.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
250,Lox,"Ryde or Die, Chick",236,Rap,2000-03-18,2000-03-25,Spring,1.0,7,86,73.0,13.0,97.0,86,73.0,80.0,84.0,91.0,97.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
251,Ying Yang Twins,Whistle While You Twurk,259,Rap,2000-03-18,2000-04-29,Spring,6.0,14,95,74.0,21.0,99.0,95,94.0,91.0,85.0,84.0,78.0,74.0,78.0,85.0,89.0,97.0,96.0,99.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
252,"Walker, Clay","Live, Laugh, Love",246,Country,1999-12-04,2000-01-22,Winter,7.0,11,95,74.0,21.0,98.0,95,95.0,94.0,94.0,94.0,95.0,82.0,74.0,79.0,92.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
253,Metallica,No Leaf Clover (Live),343,Rock,2000-02-12,2000-03-11,Winter,4.0,10,86,74.0,12.0,95.0,86,81.0,78.0,76.0,74.0,80.0,86.0,93.0,95.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
254,Yankee Grey,Another Nine Minutes,190,Country,2000-04-29,2000-05-20,Spring,3.0,8,86,74.0,12.0,95.0,86,83.0,77.0,74.0,83.0,79.0,88.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
255,"Bega, Lou",Tricky Tricky ,203,Rock,2000-01-29,2000-02-05,Winter,1.0,3,75,74.0,1.0,87.0,75,74.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
256,Big Punisher,It's So Hard,205,Rap,2000-04-22,2000-05-06,Spring,2.0,15,96,75.0,21.0,100.0,96,87.0,75.0,79.0,81.0,81.0,76.0,76.0,78.0,84.0,90.0,88.0,94.0,98.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
257,"Worley, Darryl",When You Need My Love,215,Country,2000-06-17,2000-09-02,Summer,11.0,15,98,75.0,23.0,99.0,98,88.0,93.0,92.0,85.0,85.0,84.0,80.0,80.0,80.0,80.0,75.0,78.0,86.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
258,Lil' Kim,How Many Licks?,230,Rap,2000-11-25,2000-12-02,Fall,1.0,9,79,75.0,4.0,96.0,79,75.0,77.0,86.0,86.0,89.0,,,96.0,96.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
259,"Clark, Terri",A Little Gasoline,187,Country,2000-12-16,2000-12-16,Winter,0.0,6,75,75.0,-0.0,99.0,75,82.0,88.0,96.0,99.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
260,"Brock, Chad",A Country Boy Can Survive,234,Country,2000-01-01,2000-01-08,Winter,1.0,3,93,75.0,18.0,92.0,93,75.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
261,"Cagle, Chris",My Love Goes On And On,182,Country,2000-10-21,2000-12-02,Fall,6.0,11,99,76.0,23.0,91.0,99,94.0,94.0,87.0,84.0,83.0,76.0,76.0,79.0,83.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
262,"Byrd, Tracy",Put Your Hand In Mine,270,Country,2000-01-29,2000-02-12,Winter,2.0,8,81,76.0,5.0,99.0,81,77.0,76.0,76.0,86.0,88.0,92.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
263,Metallica,I Disappear,266,Rock,2000-05-13,2000-06-17,Spring,5.0,20,86,76.0,10.0,95.0,86,84.0,88.0,81.0,81.0,76.0,81.0,81.0,78.0,84.0,83.0,82.0,87.0,88.0,91.0,94.0,98.0,95.0,89.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
264,Jay-Z,Hey Papi,220,Rap,2000-08-12,2000-10-07,Summer,8.0,15,98,76.0,22.0,94.0,98,100.0,98.0,94.0,83.0,83.0,80.0,78.0,76.0,77.0,85.0,91.0,93.0,88.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
265,Fatboy Slim,The Rockafeller Skank,240,Others,1999-11-13,2000-01-22,Fall,10.0,12,94,76.0,18.0,95.0,94,94.0,94.0,87.0,77.0,77.0,83.0,82.0,82.0,92.0,76.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
266,"Levert, Gerald",Mr. Too Damn Good,246,Others,2000-03-18,2000-04-08,Spring,3.0,8,84,76.0,8.0,97.0,84,83.0,83.0,76.0,86.0,86.0,88.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
267,"McKnight, Brian",Stay Or Let It Go,272,Rock,2000-02-26,2000-03-25,Winter,4.0,8,95,76.0,19.0,93.0,95,92.0,82.0,78.0,76.0,88.0,100.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
268,"Allan, Gary",Smoke Rings In The Dark,258,Country,2000-01-22,2000-02-05,Winter,2.0,5,80,76.0,4.0,92.0,80,78.0,76.0,77.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
269,Ginuwine,The Best Man I Can Be,246,Rock,2000-01-08,2000-03-04,Winter,8.0,12,97,77.0,20.0,89.0,97,97.0,83.0,94.0,84.0,88.0,85.0,82.0,77.0,77.0,85.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
270,Before Dark,Monica,244,Rock,2000-05-20,2000-06-17,Spring,4.0,9,95,77.0,18.0,100.0,95,87.0,80.0,80.0,77.0,87.0,91.0,91.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
271,"Estefan, Gloria",No Me Dejes De Querer,205,Rock,2000-06-10,2000-06-10,Summer,0.0,1,77,77.0,-0.0,77.0,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
272,Stone Temple Pilots,Sour Girl,256,Rock,2000-07-08,2000-07-29,Summer,3.0,13,79,78.0,1.0,98.0,79,79.0,79.0,78.0,78.0,87.0,89.0,88.0,95.0,93.0,91.0,94.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
273,Montgomery Gentry,Daddy Won't Sell The Farm,258,Country,2000-03-04,2000-03-25,Spring,3.0,6,87,79.0,8.0,96.0,87,83.0,81.0,79.0,81.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
274,"Cyrus, Billy Ray",You Won't Be Lonely Now,225,Country,2000-09-23,2000-11-11,Fall,7.0,13,97,80.0,17.0,95.0,97,97.0,97.0,92.0,91.0,88.0,85.0,80.0,82.0,80.0,80.0,89.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
275,Clark Family Experience,Meanwhile Back At The Ranch,176,Country,2000-11-18,2000-12-16,Fall,4.0,12,87,80.0,7.0,91.0,87,86.0,81.0,92.0,80.0,80.0,82.0,84.0,82.0,81.0,85.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
276,"Thomas, Carl",Summer Rain,297,Rock,2000-09-23,2000-10-14,Fall,3.0,11,82,80.0,2.0,95.0,82,82.0,86.0,80.0,82.0,83.0,84.0,82.0,88.0,94.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
277,"Yearwood, Trisha",Real Live Woman,235,Country,2000-04-01,2000-04-29,Spring,4.0,6,85,81.0,4.0,91.0,85,83.0,83.0,82.0,81.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
278,Trick Daddy,Shut Up,257,Rap,2000-05-20,2000-06-17,Spring,4.0,11,99,83.0,16.0,97.0,99,95.0,87.0,87.0,83.0,83.0,89.0,87.0,92.0,92.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
279,"Moore, Chante",Straight Up,220,Rock,2000-10-28,2000-12-02,Fall,5.0,9,98,83.0,15.0,98.0,98,98.0,97.0,90.0,85.0,83.0,83.0,97.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
280,Cam'ron,What Means The World To You,278,Rap,2000-10-14,2000-11-18,Fall,5.0,10,94,83.0,11.0,92.0,94,94.0,96.0,91.0,84.0,83.0,88.0,87.0,95.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
281,Juvenile,U Understand,231,Rap,2000-02-05,2000-02-12,Winter,1.0,6,85,83.0,2.0,96.0,85,83.0,100.0,98.0,97.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
282,"Hollister, Dave",Can't Stay,377,Rock,2000-03-25,2000-03-25,Spring,0.0,4,84,84.0,-0.0,98.0,84,84.0,93.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
283,Tamia,Can't Go For That,218,Rock,2000-09-16,2000-09-30,Fall,2.0,5,90,84.0,6.0,97.0,90,86.0,84.0,88.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
284,LFO,West Side Story,207,Rock,2000-08-05,2000-08-12,Summer,1.0,4,96,84.0,12.0,96.0,96,84.0,88.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
285,"Paisley, Brad",Me Neither,199,Country,2000-05-13,2000-05-20,Spring,1.0,4,87,85.0,2.0,92.0,87,85.0,90.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
286,"Carter, Torrey",Take That,223,Rock,2000-06-24,2000-07-08,Summer,2.0,7,94,86.0,8.0,99.0,94,88.0,86.0,91.0,89.0,87.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
287,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),195,Others,2000-09-02,2000-09-09,Fall,1.0,3,91,87.0,4.0,92.0,91,87.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
288,Madison Avenue,Don't Call Me Baby,224,Others,2000-07-08,2000-09-16,Summer,10.0,20,98,88.0,10.0,97.0,98,96.0,93.0,93.0,93.0,92.0,92.0,92.0,90.0,92.0,88.0,88.0,88.0,95.0,93.0,98.0,93.0,92.0,90.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
289,Eve,Got It All,228,Rap,2000-07-15,2000-07-22,Summer,1.0,5,89,88.0,1.0,95.0,89,88.0,88.0,91.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
290,Limp Bizkit,Re-Arranged,248,Rock,1999-12-04,2000-02-05,Winter,9.0,18,91,88.0,3.0,100.0,91,91.0,90.0,95.0,95.0,99.0,96.0,96.0,92.0,88.0,89.0,93.0,91.0,91.0,89.0,90.0,93.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
291,"Spencer, Tracie",Still In My Heart,251,Rock,2000-03-04,2000-03-11,Spring,1.0,3,95,88.0,7.0,98.0,95,88.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
292,Nu Flavor,3 Little Words,234,Others,2000-06-03,2000-06-17,Summer,2.0,9,97,89.0,8.0,98.0,97,97.0,89.0,89.0,94.0,90.0,99.0,97.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
293,Tamar,If You Don't Wanna Love Me,242,Rock,2000-03-25,2000-04-15,Spring,3.0,6,98,89.0,9.0,93.0,98,98.0,92.0,89.0,92.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
294,"Levert, Gerald",Baby U Are,250,Others,2000-08-19,2000-08-26,Summer,1.0,5,96,89.0,7.0,96.0,96,89.0,92.0,96.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
295,"Hart, Beth",L.A. Song,227,Country,1999-11-27,2000-01-15,Fall,7.0,12,99,90.0,9.0,97.0,99,100.0,98.0,99.0,99.0,99.0,98.0,90.0,99.0,97.0,91.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
296,"Diffie, Joe",The Quittin' Kind,203,Country,2000-01-01,2000-01-22,Winter,3.0,6,98,90.0,8.0,94.0,98,100.0,100.0,90.0,93.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
297,Funkmaster Flex,Do You,254,Rap,2000-11-11,2000-12-02,Fall,3.0,7,92,91.0,1.0,100.0,92,92.0,95.0,91.0,91.0,94.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
298,"Price, Kelly",Love Sets You Free,226,Rock,2000-05-13,2000-05-20,Spring,1.0,4,92,91.0,1.0,100.0,92,91.0,98.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
299,En Vogue,Riddle,310,Rock,2000-06-17,2000-06-17,Summer,0.0,4,92,92.0,-0.0,100.0,92,92.0,97.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
300,"Herndon, Ty",No Mercy,283,Country,2000-03-18,2000-05-06,Spring,7.0,8,100,92.0,8.0,96.0,100,99.0,99.0,,,98.0,94.0,92.0,95.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
301,Anastacia,I'm Outta Love,241,Others,2000-04-01,2000-04-01,Spring,0.0,3,92,92.0,-0.0,97.0,92,,,95.0,,,,,,,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
302,Trina,Pull Over,178,Rap,2000-09-09,2000-09-16,Fall,1.0,4,97,93.0,4.0,100.0,97,93.0,96.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
303,Lil' Mo,Ta Da,257,Rap,2000-08-12,2000-09-16,Summer,5.0,7,100,95.0,5.0,99.0,100,99.0,97.0,97.0,100.0,95.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
304,A*Teens,Dancing Queen,224,Others,2000-07-08,2000-07-29,Summer,3.0,5,97,95.0,2.0,100.0,97,97.0,96.0,95.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
305,"Sheist, Shade",Where I Wanna Be,256,Rap,2000-11-11,2000-11-18,Fall,1.0,5,96,95.0,1.0,62.0,96,95.0,99.0,99.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
306,De La Soul,All Good?,302,Rap,2000-12-23,2000-12-23,Winter,0.0,3,96,96.0,-0.0,100.0,96,96.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
